SKU,Quantity In Stock,Clearance,Wholesale Price,Retail Price,MAP Minimum Advertised Price,Maximum Order Quantity,UPC,MPN,GTIN,Amazon,Walmart,Ebay,Pet Category,Sub Category,Product Title,Size,Variant Name,Description,Brand,Condition,Product Count,Length,Width,Height,Weight,Picture URLs,Image Count,Color,Shopify Handle,Product URL
SC03125,14,Clearance,0.05,10.05,10.05,,000116031257,3125,116031257,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Aquarium Supplies,"Aquarium Epoxy and Silicone, Aquarium Clearance, Seachem",Seachem Flourish Epoxy Gray Adhesive for Securing Hardscapes in Aquariums,4 oz,4 oz Seachem Flourish Epoxy Gray Adhesive for Securing Hardscapes in Aquariums,"<p>Struggling with your aquatic hardscape designs Well, Seachem has a solution for you! Flourish Epoxy is a powerful epoxy adhesive that helps safely and securely create planted aquarium hardscape designs out of materials such as rocks and driftwood. Simply balancing large piles of rocks in the aquarium can result in these structures collapsing and damaging your aquarium or worse, harming your fish. Instead of leaving it up to chance, use Flourish Epoxy to secure your hardscapes. For added benefit, the solution is incredibly fast-acting, with a working time of only 5 minutes and will fully cure both submerged or emerged within 24 hours! Completely safe for even the most sensitive aquarium inhabitants.</p><ul><li>Powerful epoxy adhesive</li><li>Ideal for planted tank hardscapes</li><li>Safely secures rocks and driftwood</li><li>Fully cures within 24 hours</li><li>Safe for all aquarium inhabitants</li></ul><p>The epoxy is gray in color and comes in a 4 oz tube.</p>",Seachem,NEW,1,11,4.13,0.818,0.313,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/sc03125__1.jpg,1,,seachem-flourish-epoxy-gray-adhesive-for-securing-hardscapes-in-aquariums,https://www.petwholesaleusa.com/products/seachem-flourish-epoxy-gray-adhesive-for-securing-hardscapes-in-aquariums
SC03460,14,,6.24,14.99,7.62,,000116034609,346,116034609,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Aquarium Supplies,"Aquarium Water Buffers, Seachem",Seachem Marine Buffer Safely Raises and Maintains pH to 8.3 in Aquariums,250 gram,250 gram Seachem Marine Buffer Safely Raises and Maintains pH to 8.3 in Aquariums,"<p>Seachem Marine Buffer will safely raise the pH of saltwater to 8.3, and will not raise the pH above 8.3 even if overdosed. Marine Buffer is a blended product, and contains sodium, magnesium, calcium, strontium, and potassium salts to provide effective results.</p><ul><li>Safely raises and maintains saltwater pH to 8.3</li><li>More stable than sodium bicarbonate or sodium bicarbonate substitutes</li><li>Will not raise pH above 8.3 even if inadvertently overdosed</li></ul><p>Seachem Marine Buffer is not just sodium bicarbonate or sodium carbonate (commonly sold as a substitute), as these products can raise pH to dangerous levels if not used properly. Instead it includes a variety of minerals and potassium salts of carbonate, bicarbonate, chloride, sulfate, and borate for safe, accurate dosing.</p><p>Directions: Add 5g (1 level teaspoon) for each 20 gallons (80 L). Dissolve in at least one cup of freshwater. This dose will also raise alkalinity by about 1 meq/L. Add daily until pH stabilizes at 8.3. This will take from a day to a week, depending on original pH and alkalinity. Thereafter, use biweekly or monthly to maintain a pH of 8.3. If this practice is not adequate, then overstocking, overfeeding, or other poor management practice should be sought as a likely cause. In ionically balanced marine water, Marine Buffer produces little precipitate or cloudiness. If an extensive precipitate forms upon addition of Marine Buffer that does not dissolve within about 15 minutes, then poor ionic balance was present. A water change should be initiated when convenient before further use of the product. Effectiveness improves with continued use. Do not directly mix with any calcium, magnesium, or strontium supplement.</p><p>Note: Product is sold by weight, not volume. Contents may settle in shipment.</p>",Seachem,NEW,1,2.44,2.44,4.81,0.7,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/sc03460__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/sc03460__2.jpg",2,,seachem-marine-buffer-safely-raises-and-maintains-ph-to-8-3-in-aquariums,https://www.petwholesaleusa.com/products/seachem-marine-buffer-safely-raises-and-maintains-ph-to-8-3-in-aquariums
SPR21176,14,Clearance,16.85,33.99,0,,730582000000,3220,7.31E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Small Pet Supplies,"Small Pet Guinea Pig Food, Supreme Pet Foods",Supreme Pet Foods Tiny Friends Farm Gerty Guinea Pig Tasty Mix,5.5 lb,5.5 lb Supreme Pet Foods Tiny Friends Farm Gerty Guinea Pig Tasty Mix,"<p>Tiny Friends Farm Gerty Guinea Pig Tasty Mix is a highly nutritious, exceptionally delicious food that encourages your small pets natural foraging instincts. This wholesome formula is made with natural alfalfa meal, maize and oats, with vitamin C and no added sugar.</p><ul><li>Fortified food for pet guinea pigs</li><li>Encourages natural foraging</li><li>Added Vitamin C for health and vitality</li></ul><p>This fortified guinea pig food blend is nutritionally balanced and suitable for all adult guinea pigs, with natural ingredients and added vitamins to support vitality. Supplement Gerty Guinea Pig Tasty Mix with lots of fresh hay and some leafy greens every day to provide a complete, varied diet. Always make sure clean, fresh water is available for your pet. Made at the Tiny Friends Farm in Suffolk, England.</p><p>Feeding Directions: The average adult guinea pig will require 40-50g (1.4-1.75 oz) per day. Always provide fresh vegetables and clean, fresh drinking water.</p><p>Ingredients: Ground Wheat, Ground Peas, Flaked Whole Corn, Dehydrated Alfalfa Meal, Pelleted Soybean Meal, Flaked Wheat, Whole Oats, Soybean Hulls, Ground Corn, Soybean Oil, Wheat Middlings, Extruded Locust Beans, Calcium Carbonate, Vitamin A Supplement, Cholecalciferol (source of Vitamin D3), L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Vitamin E Supplement, Zinc Oxide, Choline Chloride, Niacin Supplement, Manganese Oxide, D-Calcium Pantothenate, Iron Sulfate, Menadione Sodium Bisulfite Complex (source of Vitamin K Activity), Pyridoxine Hydrochloride (Vitamin B1), Folic Acid, Copper Sulfate, Calcium Iodate, Biotin, Sodium Selenite, Vitamin B12 Supplement, Color Added (Yellow 6, Yellow 5, Blue 1).</p><p>Guaranteed Analysis:<br>Crude Protein (min) - 14.0%<br>Crude Fat (min) - 2.0%<br>Crude Fiber (max) - 10.0%<br>Moisture (max) - 11.0%<br>Calcium (min) - 0.4%; (max) - 0.9%.</p>",Supreme Pet Foods,NEW,1,3.25,14.25,10,6,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/spr21176__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/spr21176__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/spr21176__3.jpg",3,,supreme-pet-foods-tiny-friends-farm-gerty-guinea-pig-tasty-mix,https://www.petwholesaleusa.com/products/supreme-pet-foods-tiny-friends-farm-gerty-guinea-pig-tasty-mix
ST02626,14,Clearance,0.05,19.19,19.19,,660204000000,200742,6.60E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Pajamas, Fashion Pet",Fashion Pet Unicorn Dog Pajamas Pink,XX-Small - 1 count,XX-Small - 1 count Fashion Pet Unicorn Dog Pajamas Pink,"<p>Snuggle up in these cozy interlock cotton blend pajamas with trendy unicorns. Faux back flap with button detail.</p><ul><li>Whimsical unicorn design</li><li>65% polyester, 35% Cotton</li><li>Machine washable</li><li>Air dry dog pajamas to prevent shrinking</li></ul><p>Fashion Pet Sizing Guide (Measure Base of Neck to Base of Tail):<br>XX-Small: 6-8"" Long<br>X-Small: 8-10"" Long<br>Small: 10-14"" Long<br>Medium: 14-19"" Long<br>Large: 19-24"" Long<br>X-Large: 24-29"" Long<br>XX-Large - 29-34"" Long.</p>",Fashion Pet,NEW,1,6,6,1.5,0.1,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/st02626__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/st02626__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/st02626__3.jpg",3,,fashion-pet-unicorn-dog-pajamas-pink,https://www.petwholesaleusa.com/products/fashion-pet-unicorn-dog-pajamas-pink
ST02865,14,Clearance,1.5,15.19,15.19,,660204000000,800843,6.60E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Boots, Fashion Pet",Fashion Pet Polka Dot Dog Rainboots Pink,X-Small - 1 count,X-Small - 1 count Fashion Pet Polka Dot Dog Rainboots Pink,"<p>Fashion Pet Polka Dot Dog Rainboots Pink boots provide a warm and cozy fit. Its raining its pouring! Keep your pets paws clean and dry in these adorable polka dot rain boots.</p><ul><li>Water Resistant Dog Rainboots.</li><li>100% Polyester Comfortable Rainboots for Dogs.</li><li>Hand wash in cold water. Do not bleach. Air dry.</li></ul><p>Measuring Tips: Measure the front paw from heel to nails but not fur. A snug fit is best or boots may slip off.</p><p>Dog Rainboot Sizing Guide:<br>XXX-Small: 1.5"" - (Toy Poodle, Maltese)<br>XX-Small: 2.25"" - (Jack Russell Terrier)<br>X-Small: 2.75"" - (Sheltie, Min. Schnauzer, Min. Poodle)<br>Small: 3.25"" - (Beagle, Westhighland Terrier)<br>Medium: 3.75"" - (Dalmatian, Border Collie)<br>Large: 4.25"" - (German Shepherd, Golden Retriever)<br>X-Large: 4.75"" - (Old English Sheepdog).</p>",Fashion Pet,NEW,1,7.5,5.5,1,0.2,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/st02865__1.jpg,1,,fashion-pet-polka-dot-dog-rainboots-pink,https://www.petwholesaleusa.com/products/fashion-pet-polka-dot-dog-rainboots-pink
ST4435,14,Clearance,0.75,8.79,8.79,,077234044353,4435,77234044353,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Chew Toys, Dog Clearance, Spot",Spot Dura Fused Leather Bone Dog Toy,1 count,1 count Spot Dura Fused Leather Bone Dog Toy,"<p>Its time to give your dogs jaws a real challenge! Spots Dura-Fused Leather Bone Toy is built tough, made with real leather and super strong jute fabric, and held together with double-stitched seams for ultimate durability.</p><ul><li>Made with real leather fused with jute fabric</li><li>Double stitched seams for added durability</li><li>Great for chewing and cuddling</li><li>Bone Dog Toy Dimensions: 9""L x 3""W</li></ul><p>The authentic leather feel makes this bone the perfect chew toy for every dog. Extra durable leather and jute fabric are fused together for added strength. Double stitched seams with heavy duty thread add extra durability.</p><p>Note: Supervise your pet at all times during play. Do not allow your pet to play with the toy if any part of the toy becomes loose or separated. This toy is intended to be used only with supervision.</p>",Spot,NEW,1,12.5,4.5,1,0.214,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/st4435__1.jpg,1,,spot-dura-fused-leather-bone-dog-toy,https://www.petwholesaleusa.com/products/spot-dura-fused-leather-bone-dog-toy
ST5026,14,Clearance,1.52,4.79,4.79,,077234050262,77234050262,77234050262,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Chew Toys, Dog Plush Toys, Dog Squeak and Crackle Toys, Spot",Spot Vermont Style Fleecy Dog Toy Bone,"9""L - 1 count","9""L - 1 count Spot Vermont Style Fleecy Dog Toy Bone","<p>Spot Pet Products Plush Fleece Chew Bone Toy is a safe and durable squeak toy that your canine can sink its canines into again and again. Great soft toy for teething puppies!.</p><ul><li>Safe and durable plush chew toy</li><li>Soft, safe for games of indoor fetch</li><li>Machine washable</li></ul>",Spot,NEW,1,4.5,2.25,9,0.167,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/st5026__1.jpg,1,,spot-vermont-style-fleecy-dog-toy-bone,https://www.petwholesaleusa.com/products/spot-vermont-style-fleecy-dog-toy-bone
U55204,14,Clearance,5.35,12.99,9.55,,018214552048,N204P,18214552048,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Chew Toys, Nylabone",Nylabone Dura Chew Ring Original,Giant - 1 count,Giant - 1 count Nylabone Dura Chew Ring Original,<p>Nylabone DuraChew Ring - Original is a chew ring designed for powerful chewers. This ring features bristles that are raised during chewing to help keep teeth clean. This chew ring also helps control plaque and tartar build-up.</p><ul><li>Helps clean teeth and removes tartar and plaque</li><li>Satisfies natural urges to chew</li><li>Original flavor</li></ul>,Nylabone,NEW,1,9,7,2,0.384,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/u55204__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/u55204__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/u55204__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/u55204__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/u55204__5.jpg",5,,nylabone-dura-chew-ring-original,https://www.petwholesaleusa.com/products/nylabone-dura-chew-ring-original
V88042,14,Clearance,11,22.99,0,,087535880420,88042,87535880420,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Small Pet Supplies,"Small Pet Rabbit Food, Sunseed",Sunseed SunSations Natural Timothy Hay,28 oz,28 oz Sunseed SunSations Natural Timothy Hay,"<p>Natural, 100% North American farm-grown timothy hay, packaged for easier feeding with less mess. Hay is an essential part of a small herbivores daily diet. Rabbits, guinea pigs, and chinchillas love SunSations Natural Timothy Hay for both its delicious taste and the important health benefits it has for their teeth and digestion. Hay is tightly compressed into mini-bales that expand info easy-feed flakes (sections) when ready to serve.</p><ul><li>Made with 100% North American-grown timothy hay</li><li>Veterinarian-recommended long strand fiber</li><li>Higher fiber level supportive of a healthy digestive system</li><li>Comes in easy-to-feed single-serving flakes</li><li>No artificial colors or preservatives</li></ul>",Sunseed,NEW,1,5,7,16,1.87,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/v88042__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/v88042__2.jpg",2,,sunseed-sunsations-natural-timothy-hay,https://www.petwholesaleusa.com/products/sunseed-sunsations-natural-timothy-hay
WE10032,14,,16.16,32.99,0,,028023100323,10032,28023100323,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Aquarium Supplies,"Aquarium Water Conditioners, Pond Water Conditioners, Reptile Water Care, Weco",Weco Instant DeChlor Water Conditioner,32 oz,32 oz Weco Instant DeChlor Water Conditioner,"<p>Weco DeChlor instantly eliminates chlorine and reduces the toxicity of common heavy metals, making tap water safe for your aquarium fish. Just 1 drop per U.S. gallon removes chlorine and chlorine dioxide.</p><ul><li>Instantly eliminates chlorine</li><li>Reduces toxicity of heavy metals</li><li>Safe to use in saltwater or marine aquariums that utilize protein skimmers or foam fractionators</li><li>Will not cause foaming in aquarium</li></ul><p>DeChlor also reduces the toxicity of heavy metals such as copper, cadmium, mercury, silver, zinc, lead, nickel, manganese, and sodium selenite which may be harmful to aquatic life. Use when filling your fish tank for the first time or when performing a water change to properly condition tap water for fish.</p><p>Weco Instant DeChlor Water Conditioner Dosage:<br>Removes Chlorine - Add 1 drop per gallon<br>Removes Chloramine - Add 2 drops per gallon.</p>",Weco,NEW,1,9.25,3.25,3.25,2.6,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/we10032__1.jpg,1,,weco-instant-dechlor-water-conditioner,https://www.petwholesaleusa.com/products/weco-instant-dechlor-water-conditioner
WW70061,14,Clearance,30,52.99,0,,029904700618,70061,29904700618,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Aquarium Supplies,"Aquarium Gravel and Sand, Pure Water Pebbles",Pure Water Pebbles Aquarium Gravel Heavenly Blue,25 lb,25 lb Pure Water Pebbles Aquarium Gravel Heavenly Blue,"<p>Pure Water Pebbles Freshwater Aquarium Substrate contains all natural gravel with a fish-safe 100% acrylic coating. These attractive pebbles are non-toxic, colorfast, and will not alter the chemistry of your aquarium water.</p><ul><li>Gravel Grain Size 3.1 - 6.3 mm</li><li>Premium freshwater aquarium substrate</li><li>Natural gravel with 100% acrylic coating</li><li>Non-toxic, colorfast, will not alter water chemistry</li></ul><p>Pure Water Pebbles are recommended for aquariums, ponds, terrariums, gardens, potted plants, vases, ash trays, crafts and hobbies, architectural surfaces, landscaping designs, and more! Be sure to check out all of the colors available to find the perfect gravel for your needs.</p>",Pure Water Pebbles,NEW,1,20,13,4,25,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/ww70061__1.jpg,1,Blue,pure-water-pebbles-aquarium-gravel-heavenly-blue,https://www.petwholesaleusa.com/products/pure-water-pebbles-aquarium-gravel-heavenly-blue
XA10511,14,,0.05,0.99,0,,080605105119,PP511,80605105119,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Aquarium Supplies,"Aquarium Artificial Plants, Marina",Marina Hairgrass Aquarium Plants,"5"" tall","5"" tall Marina Hairgrass Aquarium Plants",<p>Decorate your tank with Marina Hairgrass plants. Marina Hairgrass Plant. Aquatic plants are important in most aquarium settings. Did you know that by adding plants to your aquarium that your fish stress levels go down due to the added places to hide!.</p><ul><li>True to nature design</li><li>Undulate with currents</li><li>Natural-looking translucent colors cant fade</li><li>Completely safe for all aquarium occupants</li></ul>,Marina,NEW,1,3.5,1.4,7,0.052,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xa10511__1.jpg,1,Green,marina-hairgrass-aquarium-plants,https://www.petwholesaleusa.com/products/marina-hairgrass-aquarium-plants
XA10819,14,Clearance,0.05,0.99,0,,080605108196,PP819,80605108196,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Aquarium Supplies,"Aquarium Artificial Plants, Marina",Marina Aquascaper Red Ludwigia Plant,"8"" tall","8"" tall Marina Aquascaper Red Ludwigia Plant","<p>Marina Aquascaper aquarium plants are completely lifelike and make it easy to turn your fish tank into a beautiful, realistic aquatic paradise! They undulate naturally with the current of the water - just like real plants - and provide excellent hiding places for your aquarium fish!.</p><ul><li>True to nature design undulates with currents</li><li>Beautiful, translucent colors will not fade</li><li>Completely safe for all aquarium occupants</li><li>Easy to install and wash</li></ul><p>Unlike live plants, Marina Aquascaper decorative plants do not require frequent care or maintenance. Each plant is made of safe, non-toxic plastic that will not affect your waters chemistry. The natural color finish will not fade and is safe for all aquarium occupants. To install, simply bury the base of the plant in your aquarium gravel or substrate.</p>",Marina,NEW,1,9,4,1.5,0.1,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xa10819__1.jpg,1,Red,marina-aquascaper-red-ludwigia-plant,https://www.petwholesaleusa.com/products/marina-aquascaper-red-ludwigia-plant
XA1456,14,Clearance,12.96,25.99,0,,015561114561,A1456,15561114561,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Aquarium Supplies,"Aquarium Bio-Media, Aquarium Top Sellers, Fluval",Fluval BioMax Biological Filter Media Rings,500 gram,500 gram Fluval BioMax Biological Filter Media Rings,"<p>Fluval BioMax rings are unique, inert ceramic rings that promote powerful bacterial growth both internally and externally. Each ring is very porous, with holes that are perfectly sized to host beneficial bacteria.</p><ul><li>Inert ceramic media rings</li><li>For all external filters</li><li>Provides superior biological filtration</li></ul><p>The massive internal and external surface areas allow huge colonies of beneficial bacteria to grow, making Fluval Bio-Max an ideal media for biological removal of both ammonia and nitrite concentrations in the aquarium.</p>",Fluval,NEW,1,6.2,4.5,2.6,1.28,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xa1456__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xa1456__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xa1456__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xa1456__4.jpg",4,,fluval-biomax-biological-filter-media-rings,https://www.petwholesaleusa.com/products/fluval-biomax-biological-filter-media-rings
XB82194,14,,1.61,3.99,0,,080605821941,82194,80605821941,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Bird Supplies,"Bird Cuttlebones, HARI",HARI Oyster Shell Mineral Block for Small Birds,1.4 oz,1.4 oz HARI Oyster Shell Mineral Block for Small Birds,<p>HARI Mineral Block provides small birds with a rich source of calcium for strong bones and optimal growth. An assortment of tantalizing dried morsels is embedded within the mineral blocks to encourage birds to scrape and chew keeping their beaks trim and healthy all while providing additional enrichment.</p><ul><li>Provides birds with a premium source of calcium for strong bones and optimal growth</li><li>Embedded with an assortment of natural ingredients</li><li>Keeps beaks trim while providing foraging enrichment</li><li>Easily secures to the cage bars with the included cage clip</li><li>Made with real oyster shells</li></ul>,HARI,NEW,1,2.38,2.38,1.25,0.094,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xb82194__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xb82194__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xb82194__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xb82194__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xb82194__5.jpg",5,,hari-oyster-shell-mineral-block-for-small-birds,https://www.petwholesaleusa.com/products/hari-oyster-shell-mineral-block-for-small-birds
XPT2122,14,Clearance,1,6.99,6.99,,015561221221,PT2122,15561221221,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Incandescent Bulbs, Reptile Night Bulbs, Reptile Clearance, Exo Terra",Exo Terra Night Heat Lamp for Reptiles,25 watt,25 watt Exo Terra Night Heat Lamp for Reptiles,"<p>The Exo-Terra Night Heat Lamp Reptile Bulb features blue glass to simulate natural moonlight without altering natural day length or photo period. This is a great way to view your reptiles natural nocturnal activities without causing interruption!.</p><ul><li>Simulates natural moonlight for nocturnal viewing</li><li>Promotes normal digestion, breeding behaviors and other healthy activities</li><li>Maintains tropical night time temperatures</li></ul><p>This lamp features a Neodymium sleeve and emits a bluish light that will not disrupt your reptile or amphibians day/night cycle. Heat emitted is minimal, but still enough to replicate tropical night temperatures. The low wattage does not interfere with natural night drops in temperature.</p><p>Tip: Combine with Exo Terra Daytime Heat Lamp or Repti Glo to create a 24-hour cycle. Formerly known as the Night Glo Moonlight Lamp.</p><p>Note: This lamp does NOT provide UVB.</p>",Exo Terra,NEW,1,1.3,1.4,5.5,0.088,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xpt2122__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xpt2122__2.jpg",2,,exo-terra-night-heat-lamp-for-reptiles,https://www.petwholesaleusa.com/products/exo-terra-night-heat-lamp-for-reptiles
XPT2781,14,Clearance,10.17,20.99,0,,015561227810,PT2781,15561227810,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Bark, Soil and Moss, Exo Terra",Exo Terra Plantation Soil Reptile Substrate,8 quart,8 quart Exo Terra Plantation Soil Reptile Substrate,"<p>The Exo Terra Plantation Soil is a 100% natural, biodegradable terrarium substrate made from sustainable, ground coconut husk fiber grown on plantations in tropical Asia. The unique hygroscopic properties of this ecological substrate regulate the terrariums humidity in a natural way and is totally safe for frogs, salamanders, and other burrowing or digging animals.</p><ul><li>Ideal for tropical terrarium set-ups</li><li>Controls air humidity levels naturally</li><li>Nutritional substrate for tropical plants</li><li>Heat treated and reduces bad odors</li><li>Made from a sustainable resource</li><li>Machine washed three times</li><li>Safely Composted - Very resistant to mold and decay</li><li>Promotes the cultivation of healthy waste-reducing organisms</li></ul><p>Adequate air humidity levels aid in shedding and help prevent respiratory infections. The Exo Terra Plantation Soil makes an ideal substrate to create natural planted terrarium set-ups for humidity-loving reptiles, amphibians, and invertebrates. Its water retention, natural rooting hormones, and anti-fungal properties promote plant growth in your terrarium. The unique coir pith used for the Exo Terra Plantation Soil consists of a mixture of short fibers and coco-peat grain sizes ranging from coarse granules to fine clumps resulting in improved soil drainage and healthy plant root aeration.</p><p>The improved aeration also promotes the cultivation of healthy waste-reducing organisms keeping your terrarium fresh and clean. Exo Terra Plantation Soil is triple machine washed to remove any residual salt content, then machine dried and heat-treated to reduce bacterial contamination. Exo Terra Plantation Soil can also be used as an incubation medium because of its hygroscopic properties. Exo Terra Coco Husk is absolutely non-toxic, free of chemicals & pesticides, and can be safely composted in your garden.</p>",Exo Terra,NEW,1,2.5,11,17,2.5,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xpt2781__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xpt2781__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xpt2781__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xpt2781__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/xpt2781__5.jpg",5,,exo-terra-plantation-soil-reptile-substrate,https://www.petwholesaleusa.com/products/exo-terra-plantation-soil-reptile-substrate
ZM00865,14,,2.09,5.99,0,,097612008654,CT-65,97612008654,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Crickets And Insects, Zoo Med",Zoo Med Creatures Blue Death Feigning Beetle Food,2 oz,2 oz Zoo Med Creatures Blue Death Feigning Beetle Food,"<p>Zoo Med Creatures Blue Death Beetle Food are Micro Crumbles for Omnivorous Invertebrates. This nutritious food is a perfect diet for pet beetles, cockroaches, crickets, isopods, and many other species of insects or invertebrates.</p><p>Ingredients: Fish Meal, Wheat Flour, Fermented Soy Product, Fish Oil, Corn Protein Concentrate, Brewers Dried Yeast, Wheat Gluten, Soy Lecithin, L-Lysine, Lignin Sulfonate, Dicalcium Phosphate, L-Ascorbyl-Polyphosphate (source of Vitamin C), Choline Chloride, Vitamin e Supplement, Niacin Supplement, Thiamine Mononitrate, Biotin Pyridoxine Hydrochloride, Folic Acid, Vitamin A Supplement, Manganese Sulfate, Zinc Sulfate, Ferrus Sulfate, Copper Sulfate, Sodium Selenite, Ethylenediamine Dihydroiodide, Propionic Acid (preservative).</p>",Zoo Med,NEW,1,2,3.5,6,0.15,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm00865__1.jpg,1,,zoo-med-creatures-blue-death-feigning-beetle-food,https://www.petwholesaleusa.com/products/zoo-med-creatures-blue-death-feigning-beetle-food
