Ord,Item,Description,UPC,REF#,Sugg. Retail,Discount %,Net Price US $
,MAPROLFOW1-Q,MAC COSMETICS/PRO LONGWEAR NOURISHING WATERPROOF FOUNDATION NW13 .85 OZ (25 ML), 773602440740, MXCE22,37.00,52,17.70
,MAPROLFOW3-Q,"MAC COSMETICS/PRO LONGWEAR NOURISHING WATERPROOF FOUNDATION NC12 .85 OZ (25 ML) 
FAIR BEIGE W NEUTRAL UNDERTONE
FOR FAIR SKIN", 773602551873, MXCE-28,37.00,39,22.40
,MAPROLFOW6-Q,"MAC COSMETICS/PRO LONGWEAR NOURISHING WATERPROOF FOUNDATION NC13 .85 OZ (25 ML) 
FAIR BEIGE W/ GOLDEN UNDERTONE
FOR FAIR SKIN", 773602551880, MXCE29,37.00,39,22.40
,MAPROLFOW9-Q,"MAC COSMETICS/PRO LONGWEAR NOURISHING WATERPROOF FOUNDATION NC18 0.85 OZ (25 ML)
BEIGE W/NEUTRAL UNDERTONE
FOR LIGHT SKIN", 773602551903, MXCE31,37.00,39,22.40
,MASTUDCN42-Q,"MAC COSMETICS/STUDIO FIX 24-HOUR SMOOTH WEAR CONCEALER (NW50) 0.23 OZ (7 ML) 
MAHOGHANY WITH RED UNDERTONE
FOR DARK SKIN", 773602526918, ,23.00,40,13.85
,MASTUDCN47-Q,"MAC COSMETICS/STUDIO FIX 24-HOUR SMOOTH WEAR CONCEALER (NC43) 0.23 OZ (7 ML) 
TANNED PEACH WITH GOLDEN UNDER
FOR MEDIUM TO DARK SKIN", 773602531639, ,23.00,40,13.85
,MASTUDFO150-Q,"MAC COSMETICS/STUDIO FIX SOFT MATTE FOUNDATION STICK (NC15) 0.32 OZ (0.9 ML) 
LIGHT BEIGE W GOLDEN UNDERTONE
FOR LIGHT SKIN", 773602555871, SHEP020111,31.00,40,18.75
,MASTUDFO3-Q,MAC COSMETICS/STUDIO WATERWEIGHT SPF 30 FOUNDATION NW43 1 OZ (30 ML), 773602373161, MXCT-20,37.00,39,22.40
,MASTUDFO45-Q,"MAC COSMETICS/STUDIO FIX FLUID SPF 15 (NC60) 1 OZ (30 ML) 
RICH COFFEE, NEUTRAL UNDERTONE
DEEP DARK SKIN NEUTRAL-COOL", 773602529018, M6JC50,35.00,40,20.95
,MASTUDFOG5-Q,"MAC COSMETICS/STUDIO SCULPT SPF 15 FOUNDATION (NC45) 1.3 OZ (40 ML) 
BRONZE W PEACHY GOLD UNDERTONE
FOR DARK SKIN", 773602154500, MAN710,37.00,39,22.40
,MLH3LSG3,"MALLY/H3 LIPSTICK GEL - CRUSH 0.12 OZ 
HYDRATING", 888391755088, 755088,21.00,82,3.75
,MALISTLS5-Q,MAYBELLINE/LIP STUDIO COLOR JOLT(20) ORANGE OUTBURST INTENSE LIP PAINT 0.23 OZ, 041554459821, ,9.90,76,2.40
,MASSBSFO7-Q,"MAYBELLINE/SUPER STAY BETTER SKIN FOUNDATION (94) ALMOND 1.0 OZ
SPF 15", 041554488401, ,11.99,61,4.71
,NARSBS21,"NARS/POWDER BLUSH LIBERTE 0.16 OZ
BURNISHED APRICOT", 607845040354, 4035,32.00,54,14.70
,NARSBS78-Q,NARS/BLUSH POWDER DUO (TEMPTED/DEEP THROAT) 0.33 OZ, 194251025506, ,46.00,58,19.18
,NARSBZ17,NARS/BLUSH-BRONZER DUO DOMINATE/CYRUS  0.35 OZ, 194251130248, 130248,42.00,47,22.45
,NARSCNCR11-Q,"NARS CONCEALER CREAM 0.07 OZ (2 ML)
MEDIUM DARK WITH PINK &
YELLOW UNDERTONES", 607845012184, 1218,26.00,70,7.75
,NARSCNCR19-Q,NARS/CONCEALER STICK MED/DARK2 CARAMEL  0.07  (2ML), 607845012146, 1214,26.00,68,8.25
,NARSCNCR27-Q,"NARS/CONCEALER STICK CAFÉ 0.07 OZ  (2ML)
Dark Shade
With Warm Red Undertones", 607845012160, 1216,26.00,59,10.75
,NARSCNCR8-Q,"NARS/CONCEALER STICK CACO 0.07  (2ML)
DARK SHADE W/DEEP 
GOLD BROWN UNDERTONES", 607845012177, 1217,26.00,78,5.65
,NARSCNCR39-Q,"NARS/SOFT MATTE COMPLETE CONCEALER DEEP 1 (CAFE) 0.21 OZ 
MEDIUM TO DEEP SKIN
NEUTRAL UNDERTONES", 607845012887, ,31.00,63,11.40
,NARSCNCR12,"NARS/RADIANT CREAMY CONCEALER CHANTILLY 0.22 OZ (6 ML)
IVORY FOR FAIREST COMPLEXIONS", 607845012313, 1231,32.00,49,16.20
,NARSCNCR13,"NARS/RADIANT CREAMY CONCEALER CUSTARD 0.22 OZ (6 ML)
YELLOW TONE 
LIGHT TO MEDIUM COMPLEXION", 607845012344, 1234,32.00,53,15.00
,NARSCNCR14,"NARS/RADIANT CREAMY CONCEALER GINGER 0.22 OZ (6 ML)
GOLDEN UNDERTONE 
MEDIUM COMPLEXION", 607845012351, 1235,32.00,38,19.80
,NARSCNCR15,"NARS/RADIANT CREAMY CONCEALER HONEY 0.22 OZ (6 ML)
WARM PEACH
FOR LIGHT TO MEDIUM COMPLEXION", 607845012337, 1233,32.00,54,14.85
,NARSCNCR21,"NARS/RADIANT CREAMY CONCEALER VANILLA  0.22 OZ (6 ML)
LIGHT 2", 607845012320, 1232,32.00,31,22.21
,NARSCNCR22,"NARS/RADIANT CREAMY CONCEALER BISCUIT  0.22 OZ (6 ML)
MEDIUM DARK 1
PINK & YELLOW UNDERTONES", 607845012368, 1236,32.00,43,18.20
,NARSCNCR41,"NARS/RADIANT CREAMY CONCEALER CANNELLE 0.22 OZ (6 ML)
LIGHT 2.75
LIGHT SKIN,PEACH UNDERTONES", 607845012672, 1267,32.00,53,15.10
,NARSCNCR42,"NARS/RADIANT CREAMY CONCEALER CREME BRULEE 0.22 OZ (6 ML)
LIGHT 2.5
LIGHT SKIN,PINK UNDERTONES", 607845012665, 1266,32.00,35,20.90
,NARSCNCR48,NARS/RADIANT CREAMY CONCEALER (CAFE CON LECHE) 0.22 OZ (6 ML), 607845012252, 1225,32.00,53,15.00
,NARSCNCR51,NARS/RADIANT CREAMY COLOR CORRECTOR (MEDIUM DEEP) 0.22 OZ (6 ML), 194251003009, 003009,32.00,35,20.90
,NARSFO119-Q,NARS DARK 1 (TRINIDAD) FOUNDATION STICK 0.31 OZ (9 ML), 607845065555, ,45.00,73,12.00
,NARSFO121-Q,NARS MED/DARK 5 (NEW GUINEA) FOUNDATION STICK 0.31 OZ (9 ML), 607845065548, ,45.00,64,16.20
,NARSFO83-Q,"NARS/VELVET MATTE FOUNDATION STICK (DEEP 4) KHARTOUM .31 OZ (9 ML)
DEEP SKIN
RED UNDERTONES", 607845065586, 6558,45.00,66,15.20
,NARSFO18-Q,"NARS/RADIANT CREAM COMPACT FOUNDATION REFILL KHARTOUM 0.35  OZ.
 DARK 4- W/EXPRESSO 
UNDERTONE", 607845063209, 6320,38.00,85,5.75
,NARSFO21-Q,"NARS/FOUNDATION CREAM COMPACT FOUNDATION 0.42 OZ (12 ML)
MED/ DARK 1- W/WARM 
YELLOW UNDERTONE", 607845063179, 6317,38.00,81,7.25
,NARSFO21-R,"NARS/FOUNDATION CREAM COMPACT FOUNDATION 0.42 OZ (12 ML)
MED/ DARK 1- W/WARM 
YELLOW UNDERTONE", 607845063179, 6317,38.00,85,5.75
,NARSFO126-Q,"NARS/SHEER GLOW FOUNDATION (IGUACU) 1.0 OZ 
DEEP W/NEUTRAL UNDERTONES+ 
OLIVE TONES", 607845048794, 4879,47.00,81,8.75
,NARSFO127-Q,"NARS/SHEER GLOW FOUNDATION (MOOREA) 1.0 OZ 
MEDIUM-DARK", 607845048701, 4870,47.00,62,17.70
,NARSFO129,NARS/LIGHT REFLECTING FOUNDATION (VANUATA) 1.0 OZ, 194251070643, 34502192101,50.00,35,32.30
,NARSFO142,"NARS/LIGHT REFLECTING FOUNDATION (BARCELONAI) 1.0 OZ
MEDIUM 4", 194251070667, 070667,50.00,50,24.95
,NARSFO144,"NARS/LIGHT REFLECTING FOUNDATION (STROMBOLI) 1.0 OZ
MEDIUM 3", 194251070629, 070629,50.00,44,28.20
,NARSFO2-Q,"NARS BENARES FOUNDATION LIQUID 1.0 OZ (30 ML)
DARK 3- W/GOLDEN UNDERTONES", 607845064152, 6415,47.00,79,9.75
,NARSFO47,"NARS/SHEER GLOW FOUNDATION GOBI 1.0 OZ
DARK", 607845060567, 6056,47.00,36,30.30
,NARSFO50,"NARS/SHEER GLOW FOUNDATION NEW SIBERIA 1.0 OZ
LIGHT", 607845060406, 6040,47.00,29,33.15
,NARSFO59,"NARS/SHEER GLOW FOUNDATION LIQUID SANTA FE 1.0 OZ (30 ML)
MEDIUM 2", 607845060451, 6045,47.00,29,33.15
,NARSFO61,"NARS/SHEER GLOW FOUNDATION LIGHT 4 DEAUVILLE 1.0 OZ. (30 ML)
PINK & YELLOW UNDERTONES", 607845060413, 6041,47.00,35,30.50
,NARSFO62,"NARS/SHEER GLOW FOUNDATION LIGHT 2 MONT BLANC 1.0 OZ. (30ML)
LIGHT
PINK UNDERTONES", 607845060420, 6042,47.00,36,30.30
,NARSFO90B,"NARS/SHEER GLOW FOUNDATION (SAHEL) 1.0 OZ
MEDIUM 2.5
MEDIUM SKIN PEACH UNDERTONES", 607845048626, 4862,47.00,32,31.91
,NARSFO94,"NARS/SHEER GLOW FOUNDATION (FIJI) 1.0 OZ
LIGHT 5, LIGHT-MED SKIN
NEUTRAL UNDERTONES", 607845060444, 6044,47.00,33,31.30
,NARSHPW2-Q,"NARS/HIGHLIGHTING POWDER (ST. BARTHS) .16 OZ (4.8 ML) 
WARM BRONZE", 607845052272, ,38.00,69,11.70
,NARSHPW3-Q,"NARS/HIGHLIGHTING POWDER (CAPRI) .16 OZ (4.8 ML) 
CRUSHED PINK PEARL", 607845052203, 5220,38.00,69,11.70
,NARSH22-Q,NARS/EUPHORIA FACE DEW 0.43 OZ, 194251005140, ,28.00,62,10.55
,NARSH18-Q,NARS/ TINTED GLOW BOOSTER (TANGSI) 1.0 OZ (30 ML), 607845021841, ,39.00,62,14.85
,NARSLP2-Q,"NARS/SOFT VELVET LOOSE POWDER VALLEY 0 .35 OZ (10.5 ML)
FOR DEEPEST NEUTRAL
SKIN TONES", 607845014270, 1427,37.00,71,10.75
,NARSMO6B-Q,"NARS/VELVET MATTE SKIN TINT BROAD SPECTRUM SPF 30 (ANNAPURNA) 1.7 OZ (50 ML)
MEDIUM 2  WITH A  NEUTRAL 
PEACHY UNDERTONE", 607845065319, 6531,45.00,61,17.45
,NARSBC2-Q,"NARS SONORAN BROW CREAM 0.10 OZ (2.9 ML)
BLONDE", 607845011705, ,24.00,89,2.70
,NARSBP8,"NARS/BROW PERFECTOR ATACAMA .003 OZ (.1 ML)
DARK BROWN COOL", 607845011361, 1136,25.00,30,17.45
,NARSELP15,"NARS/HIGH PIGMENT LONGWEAR EYELINER (HAIGHT ASHBURY) .04 OZ
SLATE GREY", 607845081975, 081975,24.00,38,14.88
,NARSELP18,"NARS/HIGH PIGMENT LONGWEAR EYELINER (LAST FRONTIER) .04 OZ
DARK CHOCOLATE BROWN", 607845081937, 8193,24.00,42,13.92
,NARSELP21,NARS/HIGH PIGMENT LONGWEAR EYELINER (MULHOLLAND DRIVE) .04 OZ, 607845081951, 081951,24.00,46,13.00
,NARSELLQ1,NARS/CLIMAX EYELINER (EXPLICIT BLACK) 0.13 OZ, 194251014234, 34501082101,24.00,45,13.15
,NARSES176-Q,"NARS/VELVET SHADOW STICK (SIROS) 0.03 OZ (1 ML)
BRONZE", 607845082651, ,29.00,58,12.20
,NARSES167-Q,"NARS/HARDWIRED POWDER EYESHADOW (POINTE NOIRE) 0.04 OZ (1.1 ML)
BLACK WITH RED SHIMMER", 607845053439, 5343,22.00,81,4.25
,NARSES192B,"NARS/HARDWIRED POWDER EYESHADOW (RIO DE LA PLATA) 0.04 OZ (1.1 ML)
IRIDESCENT SOFT GOLD", 607845053514, 5351,22.00,60,8.73
,NARSES229,NARS/SINGLE EYESHADOW ( PERSIA) 0.04 OZ (1.1 ML), 607845053521, 5352,19.00,59,7.75
,NARSES232-Q,NARS/HARDWIRED POWDER EYESHADOW (PYGAR) 0.04 OZ (1.1 ML), 607845091301, ,22.00,78,4.75
,NARSES238-Q,"NARS/SINGLE EYESHADOW DOMINATION 0.04 OZ (1.1 ML) 
BRIGHT FUCHSIA PINK", 607845053552, ,19.00,86,2.70
,NARSES249-Q,"NARS/DUO EYESHADOW (CORDURA) 0.04 OZ (1.1 ML) 
Shimmering rich walnut
Shimmering black-brown", 607845039181, ,35.00,57,15.20
,NARSES119-Q,NARS/VELVET SHADOW STICK (FRIOUL) 0.05 OZ (1.6 ML), 607845082682, ,29.00,75,7.25
,NARSES121-Q,NARS HYDRA EYE SHADOW POWDER 0.05 OZ (1.5 ML), 607845019503, 1950,29.00,84,4.70
,NARSES124-Q,NARS ANTARES EYE SHADOW POWDER 0.05 OZ (1.5 ML), 607845019466, 1946,29.00,81,5.55
,NARSES125-Q,NARS/DUAL INTENSITY POWDER EYESHADOW ARCTURUS 0.05 OZ (1.5 ML), 607845019480, 1948,29.00,91,2.70
,NARSES126-Q,NARS CRESSIDA EYE SHADOW POWDER 0.05 OZ (1.5 ML), 607845019404, 1940,29.00,92,2.25
,NARSES160-Q,"NARS/VELVET SHADOW STICK (REYKJAVIK) 0.05 OZ (1.6 ML)
GREY", 607845082620, ,29.00,54,13.20
,NARSES161-Q,"NARS/VELVET SHADOW STICK (SUKHOTHAI) 0.05 OZ (1.6 ML)
SHIMMERING PEACOCK", 607845082590, ,29.00,77,6.75
,NARSES162-Q,NARS/VELVET SHADOW STICK (USBEK LE) 0.05 OZ (1.6 ML), 607845082637, ,29.00,64,10.32
,NARSES199-Q,"NARS/PRO PALETTE SINGLE REFILL (NEW YORK) .07 OZ
PLUM BROWN", 607845057482, 5748,18.00,66,6.15
,NARSES206-Q,"NARS/PRO PALETTE DUO EYE SHADOW REFILL (RATED R) .14 OZ
ELECTRIC COBALT BLUE
SHIMMERING CHARTREUSE", 607845057574, 5757,25.00,89,2.85
,NARSES24-R,"NARS/SHIMMER POWDER EYESHADOW SILENT NIGHT  0.07 OZ
GOLD", 607845020639, 2063,26.00,47,13.70
,NARSES71-R,"NARS/VELVETY LIMITED EDITION CINEMATIC EYESHADOW BAD BEHAVIOR 0.07 OZ
DEEP PEWTER", 607845020882, 2088,25.00,45,13.70
,NARSES85-R,"NARS/CINEMAITIC EYESHADOW WISHFUL 0.07 OZ
BLUE", 607845020868, 2086,26.00,93,1.85
,NARSES88B-Q,"NARS/DUO EYESHADOW POWDER MAD MAD WORLD 0.11 OZ (3.3 ML)
BLUE/GREEN", 607845057567, 5756,35.00,86,5.05
,NARSES105B,"NARS/DUO POWDER EYESHADOW KAUAI 0.14 OZ  (4 ML)
GOLDFOIL/SOFT ORCHID", 607845039235, 3923,35.00,38,21.65
,NARSES105B-Q,"NARS/DUO POWDER EYESHADOW KAUAI 0.14 OZ  (4 ML)
GOLDFOIL/SOFT ORCHID", 607845039235, 3923,35.00,78,7.75
,NARSES133-Q,NARS CHINA SEAS EYE SHADOW POWDER 0.14 OZ (4 ML), 607845030966, 3096,29.00,84,4.75
,NARSES209-Q,"NARS/PRO PALETTE DUO EYE SHADOW REFILL (PANDORA) .14 OZ
SHEER WHITE SHIMMER
MATTE BLACK", 607845057628, 5762,25.00,85,3.75
,NARSES260-Q,NARS/SINGLE EYESHADOW (BABY JANE) 0.14 OZ (4 ML), 607845053613, 5361,19.00,58,7.97
,NARSES268-Q,NARS/SINGLE EYESHADOW (ISHTA) 0.04 OZ (4 ML), 607845053545, 5354,19.00,72,5.25
,NARSES276-Q,NARS/SINGLE EYESHADOW (DUORO) 0.14 OZ, 607845053651, ,19.00,64,6.75
,NARSES277,NARS/SINGLE EYESHADOW (FATALE) 0.14 OZ, 607845053538, 053538,19.00,37,12.03
,NARSES279-Q,NARS/SINGLE EYESHADOW (GANGES) 0.14 OZ, 607845053637, ,19.00,70,5.75
,NARSES40-R,"NARS/DUO POWDER EYESHADOW SOUTH PACIFIC 0.14 OZ
SHIMMERING BLUE TURQUOISE
DARK AQUA MARINE", 607845030416, 3041,35.00,45,19.20
,NARSES88-Q,"NARS MAD MAD WORLD EYE SHADOW 0.14 OZ (4.2 ML)
BLUE/GREEN", 607845030928, 3092,35.00,88,4.25
,NARSES219,NARS/QUAD EYESHADOW (SINGAPORE 0.16 OZ (4.4ML), 607845039723, 34103972101,52.00,42,30.38
,NARSES278,NARS/QUAD EYESHADOW (MOJAVE) 0.16 OZ (4.4ML), 607845039709, 039709,52.00,39,31.94
,NARSES29-R,"NARS/TRIO POWDER EYESHADOW DOUCHE FRANCE 0.17 OZ
ICY PINK+ROSE PETAL PINK+
DEEP ROSE", 6078450996420, 6420,45.00,45,24.55
,NARSEY1-Q,NARS EYELASHES 1.0 OZ (1 ML), 607845024200, 2420,20.00,63,7.35
,NARSEY2,NARS/EYELASHES NUMERO 9, 607845024194, 2419,20.00,86,2.75
,NARSLG127-Q,NARS/LIP GLOSS (SEXY TIME) 0.18 OZ, 607845059561, 5956,24.00,68,7.75
,NARSLG128-Q,NARS/LIP GLOSS (SEXUAL CONTENT) 0.18 OZ, 607845056980, ,24.00,68,7.75
,NARSLG3-Q,NARS/LIP GLOSS ANGELIKA 0.18 OZ, 607845016847, 1684,26.00,68,8.25
,NARSLG79-Q,NARS LA MAIN BLEU LIP GLOSS 0.20 OZ (6 ML), 607845027157, 2715,26.00,69,8.00
,NARSLLP28-Q,"NARS/VELVET LIP LINER PENCIL BELLE MARE 0.01 OZ (0.5 ML)
SANGRIA", 607845090359, 9035,24.00,57,10.25
,NARSLLP57-Q,NARS/VELVET LIP LINER PENCIL MIHIRI ISLAND BEACH 0.01 OZ (.5 ML), 607845090410, 9041,24.00,56,10.65
,NARSLLP48,"NARS/PRECISION LIP LINER (MARIACHI) .04 OZ
BRICK RED", 607845090816, 9081,24.00,72,6.65
,NARSLLP71-Q,NARS/PRECISION LIP LINER (GRASSE) .04 OZ, 607845090854, ,24.00,57,10.35
,NARSLSP24-Q,NARS UNSPOKEN LIPSTICK PENCIL 0.08 OZ (2.4 ML), 607845024941, 2494,27.00,79,5.75
,NARSLS146,"NARS/AIR MATTE LIQUID LIPSTICK (SURRENDER) 0.25 OZ
TAUPE NUDE", 194251130712, 130712,26.00,34,17.04
,NARSLS147,NARS/AIR MATTE LIQUID LIPSTICK (CHASER) 0.25 OZ, 194251000350, 000350,26.00,35,16.78
,NARSLS101-Q,NARS/POWERMATTE LIP PIGMENT (FLAME) 0.18 OZ (5.5 ML), 607845027980, ,30.00,81,5.75
,NARSLS137,NARS/POWERMATTE LIP PIGMENT (VAIN) 0.18 OZ (5.5 ML), 607845027867, 2786,30.00,37,18.80
,NARSNP1-R,"NARS/NAIL POLISH 15 MINUTES 0.5 OZ
(YELLOW-MUSTARD)", 607845036067, 3606,20.00,71,5.75
,NARSNP11-R,"NARS/SHIMMER NAIL POLISH ADELITA 0.5 OZ
GOLDEN BRONZE", 607845017110, 1711,20.00,71,5.75
,NARSNP12-R,"NARS/OPAQUE NAIL POLISH GALION 0.5 OZ
STORMY GRAY", 607845017790, 1779,20.00,71,5.75
,NARSNP14B-Q,"NARS/SHIMMER POLISH ARABESQUE  0.5 OZ 
SHEER PINK W/PINK GLITTER
WEAR ALONE OR TOP COAT", 607845036302, 3630,20.00,56,8.75
,NARSNP16-R,"NARS/NAIL POLISH DOVIMA 0.5 OZ
VIVID TOMATO RED", 607845017523, 1752,20.00,88,2.45
,NARSNP18-R,"NARS/NAIL POLISH PURPLE RAIN 0.5 OZ
GOTHIC PURPLE", 607845017660, 1766,20.00,71,5.75
,NARSNP21-R,"NARS/NAIL POLISH VERSAILLES 0.5 OZ
YELLOW /GOLD W/SHIMMER", 607845017677, 1767,20.00,88,2.45
,NARSNP23-R,"NARS/SHIMMER NAIL POLISH INFERNO DISCO 0.5 OZ
IRIDESCENT SILVER GREEN", 607845036081, 3608,20.00,88,2.45
,NARSNP27-R,"NARS/NAIL POLISH FURY 0.5 OZ (15 ML)
REGAL PURPLE", 607845036173, 3617,20.00,89,2.25
,NARSNP30-R,"NARS/NAIL POLISH MADNESS 0.5 OZ
ELECTRIC ORANGE", 607845036098, 3609,20.00,92,1.70
,NARSNP31-R,"NARS/NAIL POLISH 0.5 OZ (15 ML)
FUCHSIA PURPLE", 607845036210, 3621,20.00,46,10.75
,NARSNP32-R,NARS/NAIL POLISH ROUGE ANDALOU  #1769 0.5 OZ, 607845017691, 1769,20.00,81,3.75
,NARSNP34-R,"NARS/NAIL POLISH 0.5 OZ (15 ML)
BLACK ANETHYST INFUSED 
W/GOLD", 607845017684, 1768,20.00,46,10.75
,NARSNP36-R,"NARS/OPAQUE NAIL POLISH UNION LIBRE 0.5 OZ
BUBBLEGUM PINK", 607845036227, 3622,20.00,46,10.75
,NARSNP66-Q,"NARS/NAIL POLISH ELBRUS .5 OZ 
PLUM", 607845036647, 3664,20.00,71,5.75
,NARSNP67-Q,"NARS/NAIL POLISH MOTS BLEUS .5 OZ 
STORM BLUE", 607845036623, 3662,20.00,89,2.25
,NARSAGWLB3,NARS/AFTERGLOW LIP BALM  (TORRID) 0.10 OZ (3 ML), 607845013594, 013594,28.00,43,16.04
,NARSAGWLG4,NARS/AFTERGLOW LIP SHINE (TRIPLE X) 0.1 OZ, 194251077147, 077147,26.00,33,17.30
,NARSAGWLG5,NARS/AFTERGLOW LIP SHINE (NYMPHO) 0.1 OZ, 194251077208, 077208,26.00,33,17.30
,NARSAGWLG6-Q,NARS/AFTERGLOW LIP SHINE (HOT SPELL) 0.1 OZ, 194251023595, ,26.00,38,16.02
,NARSAUDLS26,"NARS/AUDACIOUS LIPSTICK JANE 0.14 OZ (4.2  ML)
TERRACOTTA ROSE", 607845094616, 9461,34.00,31,23.47
,NARSAUDLS32-Q,"NARS/AUDACIOUS LIPSTICK JEANNE 0.14 OZ (4.2 ML)
Cherry Red", 607845094760, 9476,34.00,66,11.70
,NARSAUDLS33-Q,"NARS/AUDACIOUS LIPSTICK KATE 0.14 OZ (4.2 ML)
Purple Orchid", 607845094968, 9496,34.00,70,10.25
,NARSAUDLS6,"NARS/AUDACIOUS LIPSTICK BARBARA 0.14 OZ (4.2 ML)
TAN ROSE", 607845094630, 9463,34.00,46,18.20
,NACHGALCC1-Q,NARS/CHARLOTTE GAINSBOURG JEANETTE LIP & CHEEK COLOR STICK 0.23 OZ (6.7 ML), 607845054054, 5405,65.00,78,14.10
,NARSLLLG1-R,"NARS/LARGER THAN LIFE LIP GLOSS CANDY SAYS 0.19 OZ
SHIMMERING STRAWBERRY PINK", 607845013426, 1342,26.00,45,14.20
,NARSNSES3-R,"NARS/NIGHT SERIES  POWDER EYESHADOW  NIGHT LIFE 0.07 OZ
GREY W/PARTICLES", 607845020622, 2062,26.00,47,13.70
,NARSNSES5-R,"NARS/NIGHT SERIES  POWDER EYESHADOW  NIGHT SUN 0.07 OZ
BRIGHT MARIGOLD 
W/GOLD PARTICLES", 607845020677, 2067,26.00,45,14.20
,NARSNSNP1-R,"NARS/NIGHT SERIES  NAIL POLISH  NIGHT PORTER 0.05 OZ
BLACK W/ GREEN PEARLS", 607845017875, 1787,19.00,86,2.75
,NARSNSNP1B-Q,"NARS/NIGHT SERIES NIGHT PORTER NAIL POLISH 0.5 OZ (15 ML)
BLACK W/ GREEN PEARLS", 607845036470, 3647,20.00,86,2.75
,NARSSKAULS1-Q,NARS/SPIKED AUDACIOUS LIPSTICK (SIOUXSIE) 0.12 OZ (3.6 ML), 607845028581, ,36.00,92,3.00
,NAXERDLS1-Q,"NARS/X ERDEM SATIN LIPSTICK LARKSPUR  0.12 OZ (4 ML) 
COOL BERRY", 607845094111, 9411,34.00,83,5.65
,NYXLS63-Q,NYX/POWDER PUFF LIPPIE LIP CREAM (TEENAGE DREAM) 0.4 OZ (12 ML), 800897140540, ,8.50,53,3.98
,PU4IN1FO14-Q,PUR/4-IN-1 BARE IT ALL SKIN PERFECTING FOUNDATION (DEEPER) 1.5 OZ, 847137025311, 02531,39.00,80,7.75
,RILCR3,"RIMMEL LONDON/ BB CREAM SUPER MAKEUP (MEDIUM) 1.0 OZ
9 IN 1 SKIN PERFECTING", 3614220065847, 065847,6.99,82,1.25
,RILCR4,"RIMMEL LONDON/ BB CREAM SUPER MAKEUP (LIGHT) 1.0 OZ
9 IN 1 SKIN PERFECTING", 3614220065830, 065830,6.99,82,1.25
,RILNP1,"RIMMEL LONDON RITA ORA/RIMMEL LONDON NAIL POLISH 413- ORAGINA 0.2 OZ (8 ML)
(CORAL)", 3614220617008, 617008,2.99,62,1.15
,RILNP4,RIMMEL LONDON RITA ORA/RIMMEL LONDON NAIL POLISH 408- PEACHELLA 0.2 OZ (8 ML), 3614220616995, 616995,2.99,63,1.10
,RILNP5,"RIMMEL LONDON RITA ORA/RIMMEL LONDON NAIL POLISH 300 GLASTON BERRY 0.2 OZ (8 ML)
(BERRY RED)", 3614220616827, 616827,2.99,63,1.10
,SHISBS11-Q,SHISEIDO/INNERGLOW CHEEKPOWDER (09 AMBIENT WHITE) 0.14 OZ, 730852151062, 15106,29.00,74,7.65
,SHISBS12-Q,SHISEIDO/MINIMALIST WHIPPED POWDER CREAM BLUSH (03 MOMOKO) 0.17 OZ, 730852148741, 14874,29.00,56,12.70
,SHISBS6-Q,SHISEIDO/MINIMALIST WHIPPED POWDER CREAM BLUSH (01 SONOYA) 0.17 OZ, 730852148727, 14872,29.00,55,13.10
,SHISBS7-Q,SHISEIDO/MINIMALIST WHIPPED POWDER CREAM BLUSH (05 AYAO) 0.17 OZ, 730852148765, 14876,29.00,41,17.07
,SHISBZG1-Q,SHISEIDO BRONZER GEL 5.2 OZ (150 ML), 729238144040, 14404,32.00,76,7.75
,SHCN6-Q,"SHISEIDO/PERFECTING STICK CONCEALER LONG LASTING (66) DEEP 0.17 OZ (5 ML)
DEEP SOUTENU", 729238116078, 11607,25.00,85,3.75
,SHIBSH1,"SHISEIDO/EYEBROW PENCIL INK TRIO (02 TAUPE) .002 OZ
3-IN-1 PENCIL,POWDER & BRUSH", 729238147744, 14774,24.00,51,11.70
,SHIBSH2-Q,"SHISEIDO/EYEBROW PENCIL INK TRIO (01 BLONDE) .002 OZ 
3-IN-1PENCIL, POWDER & BRUSH", 729238147737, 14773,24.00,80,4.75
,SHISEL6-Q,SHISEIDO/MICROLINER INK (05 WHITE) .002 OZ (.08 ML), 729238147379, 14737,22.00,60,8.75
,SHELP10-Q,"SHISEIDO/KAJAL INKARTIST - SHADOW, LINER, BROW (04 AZUKI RED) 0.02 OZ", 730852147256, 14725,25.00,81,4.70
,SHELP6-Q,"SHISEIDO/KAJAL INKARTIST - SHADOW, LINER, BROW (02 LILAC LOTUS) 0.02 OZ", 730852147232, 14723,25.00,77,5.75
,SHELP8-Q,"SHISEIDO/KAJAL INKARTIST - SHADOW, LINER, BROW (01 KABUKI WHITE) 0.02 OZ", 730852147317, 14731,25.00,68,8.00
,SHELP13-Q,SHISEIDO/INKSTROKE EYELINER (NASUBI PURPLE) 0.15 OZ, 729238138636, 13863,30.00,84,4.75
,SHELP14-Q,SHISEIDO/INKSTROKE EYELINER (KON-AI-BLUE) 0.15 OZ, 729238138612, 13861,30.00,78,6.75
,SHELP16-Q,SHISEIDO/INKSTROKE EYELINER (SHINRIN GREEN) 0.15 OZ, 729238138629, 13862,30.00,84,4.75
,SHELP18-Q,SHISEIDO/INKSTROKE EYELINER (EMPITSU GRAY) 0.15 OZ, 729238138605, 13860,30.00,81,5.75
